"id","approval_notes","approved","event_duration","event_quote","event_quote_location","event_source_info","event_time_description","file_urls","firstname","last_updated","start_day","start_month","start_year","summary","surname","timestamp","username","file_id","group_id","text_positions","ingested_by","state","nearest_grid_id"
1498,"","yes",0,"El 30 de abril de 1590 el virrey Luis de Velasco mandó que no se pida el rezago de los tributos a los indios de Acámbaro: “Por cuanto el gobernador y principales del pueblo de Acámbaro me han hecho relación que ellos dan cierta cantidad de indios de servicio a las minas de Ozumatlán y Tlapuxagua, conforme al repartimiento que se hizo y que por enfermedades que ha habido y muchos indios huidos han causado algún rezago en el dicho servicio, y que las justicias y jueces repartidores a cuyo cargo es pedirles el dicho servicio, los compelen a cumplir con el dicho rezag.” AGNM, Indios, v. 4, exp. 529, f. 147","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 437","","","Bradley",2025-04-13 02:26:08.95,0,0,1590,"Enfermedad","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Guanajuato",155
124,"","yes",0,"El 8 de marzo el virrey marqués recibió un informe de Joseph de Zeli donde informaba que “el común del pueblo de San Luis de la Paz, me hizo relación en que habiendo los susodichos guardado siempre la paz a su majestad con la fidelidad que constaba a los jueces y alcaldes mayores que hasta aquí habían tenido y deseando guardarla de la misma suerte en adelante se hallaban forzados a parecer ante mí representando las muchas y graves vejaciones y agravios que reciben cada día de don Francisco Goñe y de su mujer, doña Ysabel Velázquez, vecinos y mineros en el dicho pueblo de San Luis de la Paz, porque sin embargo el cautiverio personal que tienen todos los naturales obligándoles a servir en sus minas ordinariamente, les quitan de sus propias casas el maíz, chile y demás legumbres que tienen para sustentarse, hasta la ropa y vestidos, tomándola sus esclavos en su ausencia, descerrajando y abriendo las cajas y casas, como constaría de lo siguiente: que habiéndose mandado por mí al dicho don Francisco Goñe que hiciese un sumidero donde entrase el agua de los lavaderos, pena de 500 pesos, no lo han querido hacer, de que resultó el año de 629 haberse perdido la mayor parte de la sementera de los naturales porque las bañó el agua salitrosa de los metales y las quemó y abrazó todo el maíz de ellas, cuya liquidación verificarían. Que los bueyes, mulas y ganado de cerda de la hacienda de los susodichos se habían entrado en sus sementeras el dicho año, y habiéndoles avisado del daño que habían recibido, respondieron que los habían de ahorcar, y para hacerlo mejor venía a esta ciudad a pretender la vara de la hermandad. Que sacan del dicho pueblo a muchos indios por cualquier deuda, aunque sea de poca cantidad, y los fuerzan a que sirvan personalmente en su hacienda y los han amenazado que los han de llevar a otras que tienen fuera de aquella jurisdicción y asimismo ha comprado algunos pedazos de tierras de indios, pidiéndome mandase que el capitán Pedro de Tosti, que lo es de aquel pueblo, los ampare y compela al dicho don Francisco Goñe a que le satisfaga los dichos daños causados por él y sus esclavos, que liquidarán siendo necesario. Y por mí visto, con parecer del doctor Diego de Barrientos, abogado de esta Real Audiencia y mi asesor general en el juzgado de los indios, por el presente mando a vos la justicia y capitán protector del pueblo y jurisdicción de San Luis de la Paz, que citadas y oídas las partes de las causas que aquí se refieren, hagáis pagar y satisfacer a estos indios todos los daños, costas y menoscabos que hubieren recibido de los ganados, personas y criados del dicho don Francisco Goñe y Peralta, para lo cual os doy comisión en bastante forma con todo lo a ello anexo y dependiente, sin embargo de que el susodicho haya pretendido o pretenda ser vecino de otra jurisdicción, para que por esta causa sea convenido ante vos, y de lo que cerca de esto proveyéredes y determináredes, me enviaréis relación dentro de 30 días, que para todo os señalo de término, al oficio del secretario infraescrit.” Zavala y Castelo, 1980, VI:453-454","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 202","","","Bradley",2025-04-13 02:25:58.822,0,0,1629,"Pérdida de cosechas","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Guanajuato",205
3250,"","yes",0,"“Fueron tan escasas las lluvias en este año que los sembrados se perdieron por completo y los ganados perecieron de hambre y de sed.” Lira, 1914:27","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 217","","","Bradley",2025-04-13 02:26:21.105,0,0,1629,"Escasez de lluvias","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Guanajuato",203
2561,"","yes",0,"Como era de esperarse, la falta de lluvias del año fue la causa para que en el presente el hambre hiciera grandes estragos en los habitantes del país en general. Lira, 1914:28","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 241","","","Bradley",2025-04-13 02:26:16.098,0,0,1630,"Falta de lluvias","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Guanajuato",203
2611,"","yes",0,"“Tempestad memorable.” Diario de México, 31 de agosto de 1810:246","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 291","","","Bradley",2025-04-13 02:26:16.645,0,0,1636,"Lluvias excesivas","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Querétaro",191
2799,"","yes",0,"“Las fuertes avenidas del río hacen que el agua se desborde y una terrible inundación destruyó la mitad de la Villa de León. Creemos que ésta fue la primera inundación, que sufrió la Villa que apenas contaba con 61 años de fundada, puesto que según los documentos que hemos encontrado, hasta 1647 se tomaron las primeras providencias para evitar estas catástrofes terribles.” Lira, 1914:28","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 296","","","Bradley",2025-04-13 02:26:17.9,0,0,1637,"Avenida","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Guanajuato",203
2467,"","yes",0,"Acuerdos relativos a la defensa de esta villa contra las inundaciones. AMINAH, León, r. 5, e. 14","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 377","","","Bradley",2025-04-13 02:26:15.462,0,0,1649,"Inundación","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Guanajuato",188
1176,"","yes",0,"“Desde San Luis de la Paz por toda la Tierradentro, Sombrerete y Guadiana, nevó mucho y murió mucho ganado, por cuya razón se encareció.” Guijo, 1986, I:242","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 418","","","Bradley",2025-04-13 02:26:06.445,0,0,1653,"Carestí­a","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Guanajuato",205
1176,"","yes",0,"“Desde San Luis de la Paz por toda la Tierradentro, Sombrerete y Guadiana, nevó mucho y murió mucho ganado, por cuya razón se encareció.” Guijo, 1986, I:242","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 418","","","Bradley",2025-04-13 02:26:06.445,0,0,1653,"Carestí­a","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Guanajuato",189
2634,"","yes",0,"Sequía hasta junio, seguida por tempranas heladas en otoño. Florescano, 1980:95","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 447","","","Bradley",2025-04-13 02:26:16.804,0,0,1661,"Helada","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Guanajuato",188
2634,"","yes",0,"Sequía hasta junio, seguida por tempranas heladas en otoño. Florescano, 1980:95","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 447","","","Bradley",2025-04-13 02:26:16.804,0,0,1661,"Helada","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Guanajuato",189
2634,"","yes",0,"Sequía hasta junio, seguida por tempranas heladas en otoño. Florescano, 1980:95","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 447","","","Bradley",2025-04-13 02:26:16.804,0,0,1661,"Helada","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Guanajuato",203
37,"","yes",0,"“Peste en las misiones del norte, catarro, dolor de costado, tabardillo. Epidemias, muertes, y enfermedades en León, Celaya. Sequía en mayo y junio.” Espinosa et al., 1987:100","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 497","","","Bradley",2025-04-13 02:25:58.096,0,0,1667,"Enfermedad","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Guanajuato",203
37,"","yes",0,"“Peste en las misiones del norte, catarro, dolor de costado, tabardillo. Epidemias, muertes, y enfermedades en León, Celaya. Sequía en mayo y junio.” Espinosa et al., 1987:100","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 497","","","Bradley",2025-04-13 02:25:58.096,0,0,1667,"Enfermedad","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Guanajuato",189
3610,"","yes",0,"Sequía en mayo y junio. Florescano, 1980:95","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 505","","","Bradley",2025-04-13 02:26:23.572,0,0,1667,"Sequí­a","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Guanajuato",189
99,"","yes",0,"Sequía en algunos lugares de Michoacán y Guanajuato. Florescano, 1980:95-96","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 564","","","Bradley",2025-04-13 02:25:58.62,0,0,1684,"Sequí­a","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Guanajuato",172
